TRAM,Rang,geometry_wkt
T11642L,15-20 µg/m³,"MULTILINESTRING ((2.116721080565841 41.41791160962808, 2.1167840635535264 41.41832486870427, 2.117112196144808 41.418517082531, 2.1181969236680445 41.41899868350394, 2.1184736012331493 41.41906834016729, 2.119056297708066 41.41909614747371, 2.1192430680080467 41.41919633418493, 2.1195912238112466 41.41967554566891))"
T03397U,25-30 µg/m³,"MULTILINESTRING ((2.1287433369198716 41.3736225396799, 2.127712108621845 41.37315804209072))"
T17974A,20-25 µg/m³,"MULTILINESTRING ((2.1427857297074366 41.43143795447586, 2.1423789879690873 41.43154078986014))"
T05926F,20-25 µg/m³,"MULTILINESTRING ((2.179819679087465 41.427797792107036, 2.1793496595073805 41.427845470224185, 2.179204589349492 41.42786023521748))"
T16233S,25-30 µg/m³,"MULTILINESTRING ((2.1903419273184372 41.379360747951814, 2.190643357347631 41.37858257041243))"
T18760S,20-25 µg/m³,"MULTILINESTRING ((2.1734351063502246 41.38137223778309, 2.1734782253218774 41.381299991581514))"
T11825Q,<=15 µg/m³,"MULTILINESTRING ((2.1014218431745255 41.42765670129311, 2.1014119651155063 41.42777689155037, 2.101047736853274 41.4280058185743, 2.1009097089255047 41.428106605868486, 2.100880359796805 41.428159817806055, 2.1008795077999256 41.42823289752381))"
T10906M,20-25 µg/m³,"MULTILINESTRING ((2.1220611510433267 41.39187978268242, 2.121558358503985 41.39148211302771, 2.1211446015481297 41.39127180125323, 2.1203878544193353 41.39094467127675))"
T05056K,20-25 µg/m³,"MULTILINESTRING ((2.162016281655618 41.412649975036565, 2.1625112705089156 41.412922098459454))"
T19971F,20-25 µg/m³,"MULTILINESTRING ((2.1561873710671136 41.43193004217516, 2.15607483156423 41.431765245657395))"
T01176B,20-25 µg/m³,"MULTILINESTRING ((2.1770610540861166 41.37613733523747, 2.176804893058669 41.37607834257419, 2.1766471168130357 41.376058100649686, 2.176464578638566 41.37605841679975, 2.1762832954266784 41.37607111800029, 2.1761313392305985 41.37609101857796, 2.175423710276075 41.3762339209106))"
T06660C,20-25 µg/m³,"MULTILINESTRING ((2.2076328890131887 41.4365362387493, 2.207485647414492 41.43718057370171))"
T15823E,20-25 µg/m³,"MULTILINESTRING ((2.1428916349873632 41.40337678202418, 2.1423616397336294 41.40316474458412))"
T21440I,20-25 µg/m³,"MULTILINESTRING ((2.1293306208149456 41.381426544657444, 2.129496943608923 41.38153312703267, 2.1288114991926506 41.382135716758796))"
T12107X,20-25 µg/m³,"MULTILINESTRING ((2.182566403220712 41.429402648466514, 2.1817323124954204 41.42941873786848))"
T16408X,20-25 µg/m³,"MULTILINESTRING ((2.193350851064204 41.38643151303918, 2.1929156562851264 41.38675804939114))"
T00972R,20-25 µg/m³,"MULTILINESTRING ((2.1782500783491923 41.38387913881838, 2.1780347457883984 41.38402791070874, 2.1779281987413492 41.3841055156751, 2.1778261694633114 41.38418429675256))"
T21328J,20-25 µg/m³,"MULTILINESTRING ((2.1663404523571685 41.43401933456844, 2.1660699939547405 41.43408519298128))"
T04786H,20-25 µg/m³,"MULTILINESTRING ((2.179605546301368 41.421336397511574, 2.1792754946907675 41.42079199351787))"
T19168M,25-30 µg/m³,"MULTILINESTRING ((2.1757434256652033 41.37432720488684, 2.1755726634323707 41.374455132740394, 2.1754655537598317 41.37454612577199, 2.1753577541544016 41.37459321999586, 2.1752786281933543 41.37462057676053, 2.1750737618517944 41.374642222811296))"
T00025J,20-25 µg/m³,"MULTILINESTRING ((2.1903298468876677 41.3774984525427, 2.190497584252241 41.37753963422986))"
T09210S,20-25 µg/m³,"MULTILINESTRING ((2.200219066958784 41.403988964692566, 2.199256082754568 41.40456710257976, 2.199121539481177 41.40450854589005))"
T08890W,20-25 µg/m³,"MULTILINESTRING ((2.185530562740731 41.414583578289964, 2.1857316368939403 41.414848766620125))"
T11139B,20-25 µg/m³,"MULTILINESTRING ((2.144994789345409 41.40353753790456, 2.1448035708702142 41.40333253053501))"
T01757Q,20-25 µg/m³,"MULTILINESTRING ((2.163312240884189 41.38033814792112, 2.1630997990394123 41.380409844462775, 2.1620826909364586 41.38118995868369))"
T21035Z,25-30 µg/m³,"MULTILINESTRING ((2.189349716275069 41.37554982776521, 2.1897777125460216 41.374508792774705))"
T04285R,20-25 µg/m³,"MULTILINESTRING ((2.1681777321980253 41.414311954568454, 2.167281699690216 41.415450869012055))"
T11330Y,20-25 µg/m³,"MULTILINESTRING ((2.1470816238018653 41.40066681552699, 2.146782773786933 41.40090043573531, 2.146697107806923 41.40098637197023))"
T05997U,20-25 µg/m³,"MULTILINESTRING ((2.1860498669646855 41.430543424089535, 2.1855156010859598 41.43042596268981))"
T03048C,25-30 µg/m³,"MULTILINESTRING ((2.1451590353782324 41.36920671177839, 2.144691999629522 41.369090613702575))"
T19232D,20-25 µg/m³,"MULTILINESTRING ((2.1510073588516394 41.41766176659035, 2.1511539052210336 41.41761136938009))"
T13511J,20-25 µg/m³,"MULTILINESTRING ((2.1695887560738236 41.4440672393735, 2.1676819269042973 41.44334816931572))"
T15286B,20-25 µg/m³,"MULTILINESTRING ((2.1637159055500153 41.38336461969248, 2.1632013717395226 41.383748232627006))"
T03173G,25-30 µg/m³,"MULTILINESTRING ((2.1355544237112474 41.380103371839105, 2.135163549954375 41.38060466914558))"
T07960P,15-20 µg/m³,"MULTILINESTRING ((2.1594158611332612 41.404885535910815, 2.1602323426641643 41.405406028512374))"
T13354O,20-25 µg/m³,"MULTILINESTRING ((2.135007857480001 41.388063949344875, 2.1352811992408136 41.38779258828384))"
T06561A,20-25 µg/m³,"MULTILINESTRING ((2.2075128637904236 41.43783370261845, 2.2077723878364224 41.437873572183385))"
LRD0038,20-25 µg/m³,"MULTILINESTRING ((2.1474771370093078 41.43546313212719, 2.147231518645709 41.43516879559407, 2.1468740392744627 41.434736716778, 2.146598722202579 41.43432754173226, 2.146443786471802 41.43409727438979))"
T06867P,20-25 µg/m³,"MULTILINESTRING ((2.178870909451653 41.4265123568081, 2.1784367264706987 41.426188818875126))"
T19302A,25-30 µg/m³,"MULTILINESTRING ((2.168868138960789 41.36829807596737, 2.168495836907469 41.367486636333304, 2.1678548101679724 41.36672823611747))"
T04565W,20-25 µg/m³,"MULTILINESTRING ((2.1745256992123645 41.42395274556578, 2.173744271296209 41.424262753192735))"
T19480R,25-30 µg/m³,"MULTILINESTRING ((2.1722435621809804 41.379258978525236, 2.172100144210602 41.379101765880925))"
T12505H,20-25 µg/m³,"MULTILINESTRING ((2.1686054602527247 41.439012238000075, 2.170574962930972 41.43883327902275))"
T10646L,15-20 µg/m³,"MULTILINESTRING ((2.136059309913082 41.3985660897372, 2.1360541485008486 41.399258024840385))"
T15020D,20-25 µg/m³,"MULTILINESTRING ((2.1966538824992887 41.42079911537978, 2.1965767634435287 41.4208782844866, 2.1964909626088014 41.42100941115219, 2.1962562488515327 41.4211811939881, 2.1960756309909644 41.42127664635614, 2.1951314819020014 41.42167191005461, 2.194999826855376 41.42168611323262))"
T08526F,20-25 µg/m³,"MULTILINESTRING ((2.15571069699636 41.413627025867434, 2.156199903603425 41.41397562547031))"
T00111G,25-30 µg/m³,"MULTILINESTRING ((2.1901994387704025 41.38021139107614, 2.1903685410947697 41.380252996891755))"
T16209S,20-25 µg/m³,"MULTILINESTRING ((2.1606680291402562 41.430896942115794, 2.1606528307749966 41.43094516531732, 2.1605552491282145 41.43100669539066, 2.1604731475920147 41.43106412277073, 2.1603840786990585 41.43112352595862))"
T01383G,20-25 µg/m³,"MULTILINESTRING ((2.1647819138961606 41.38226225036577, 2.16448480843707 41.382573998520684))"
T19150C,20-25 µg/m³,"MULTILINESTRING ((2.1787133746237495 41.44025280959512, 2.1794434701630867 41.440829618896714))"
T14544W,20-25 µg/m³,"MULTILINESTRING ((2.2002758568381346 41.44717011605422, 2.2006755163510325 41.446524734064205))"
T03287P,25-30 µg/m³,"MULTILINESTRING ((2.1424084753609547 41.37867452982027, 2.1431878336555643 41.379224827302245))"
T05308L,20-25 µg/m³,"MULTILINESTRING ((2.1565196196190266 41.42883881265241, 2.156208234582725 41.428731332905194, 2.155958185597122 41.42865263944383, 2.155498638381287 41.4284859283734, 2.1551538011196323 41.4283344782013, 2.1549107558484817 41.42820778808146, 2.15469229783525 41.42807247768354))"
T04334J,20-25 µg/m³,"MULTILINESTRING ((2.167132125258513 41.408086384390664, 2.1664954171372672 41.40857083883987))"
T14452T,20-25 µg/m³,"MULTILINESTRING ((2.201941880720537 41.42986431429457, 2.2016073956538054 41.429964473351234, 2.2011049123217954 41.430076103361365, 2.2011049674878924 41.4300716000105))"
T19428N,20-25 µg/m³,"MULTILINESTRING ((2.1756988719545145 41.41773649944808, 2.1758225203740165 41.41784902328486, 2.1759396788326613 41.41797423711426, 2.176076658261451 41.418150259726424))"
T03748X,25-30 µg/m³,"MULTILINESTRING ((2.170874726375545 41.37055797826615, 2.1700970537489996 41.37040974221137))"
T09381K,25-30 µg/m³,"MULTILINESTRING ((2.1978972065176587 41.41041727631507, 2.197062888250746 41.4110407791869))"
T15565F,15-20 µg/m³,"MULTILINESTRING ((2.1480953163427103 41.41547134787763, 2.1483734971751094 41.41612295274682, 2.1486418089200736 41.41665188320358))"
T09017T,25-30 µg/m³,"MULTILINESTRING ((2.184864131334689 41.40843670862317, 2.1851483755174557 41.40905339191737))"
T07986Z,20-25 µg/m³,"MULTILINESTRING ((2.1595246658011535 41.40687328377061, 2.15931858796771 41.40709031007859))"
T09821N,20-25 µg/m³,"MULTILINESTRING ((2.214162068070986 41.417932631526696, 2.214656655095786 41.41830532195187))"
T10821I,20-25 µg/m³,"MULTILINESTRING ((2.1232002842338598 41.397504484356794, 2.12379091755534 41.397828737393766))"
T11584S,20-25 µg/m³,"MULTILINESTRING ((2.114402990515888 41.405698841947284, 2.114279224870654 41.40579840438974, 2.11409963052597 41.40586129106377, 2.113709191382798 41.40598967838947, 2.113591474340643 41.40602872036209, 2.113042444073494 41.406397933312185, 2.112794108877205 41.40676743432712, 2.112632913916726 41.406912833837225, 2.1124970853560336 41.40702720873448))"
T14755F,20-25 µg/m³,"MULTILINESTRING ((2.1487771415671397 41.43603085373274, 2.1491647901420703 41.43629774764099, 2.1495934320807524 41.436569149086736, 2.150073341036372 41.43682871717812, 2.150647074668058 41.437088524792955, 2.151011530657326 41.43723981167791))"
T16758Q,25-30 µg/m³,"MULTILINESTRING ((2.119694947811863 41.3271071692534, 2.1206505329622503 41.32677485513932))"
T08457J,25-30 µg/m³,"MULTILINESTRING ((2.1567492687777423 41.41068244368002, 2.1570605170984294 41.410879158240284))"
T19215C,25-30 µg/m³,"MULTILINESTRING ((2.194747793539954 41.44759670980677, 2.1949388196235504 41.44758063437554, 2.195171254717822 41.44754910310888, 2.1953423945526023 41.447494336149504, 2.1955075756790374 41.44742086388335, 2.195610974422231 41.44733063825126, 2.195633240591259 41.44728415330046, 2.195640218404223 41.447221231045184, 2.195608008450144 41.44703939801234))"
T03661R,25-30 µg/m³,"MULTILINESTRING ((2.1651294238426613 41.37343910469867, 2.1646877466464747 41.372797140923545, 2.1646411262374157 41.37267247162268))"
T05569E,20-25 µg/m³,"MULTILINESTRING ((2.1387117172744987 41.42663886030851, 2.138249774956304 41.42676019292694))"
T02625J,20-25 µg/m³,"MULTILINESTRING ((2.1811092770520157 41.4060338618296, 2.1799816184506375 41.4068933037466))"
T20975E,20-25 µg/m³,"MULTILINESTRING ((2.155874481274011 41.423050826339455, 2.155096376014468 41.42267612818514))"
T12625O,20-25 µg/m³,"MULTILINESTRING ((2.1691671715045 41.434360397152666, 2.1690468554122115 41.43411072501396, 2.1691294561684757 41.434020408933804))"
T00126N,20-25 µg/m³,"MULTILINESTRING ((2.1910630087536607 41.380398358784966, 2.1912431119062097 41.38043535666836))"
T12252F,20-25 µg/m³,"MULTILINESTRING ((2.1701044155888685 41.42973450541669, 2.1696504457612713 41.429640464110435))"
T13899Q,<=15 µg/m³,"MULTILINESTRING ((2.115275005356206 41.42646123611156, 2.115270790017246 41.426442909592154, 2.1151901199949914 41.426421428395194, 2.115097626727416 41.426374311145615, 2.1149936060762147 41.426302695027296, 2.1149252175270177 41.42624488193337, 2.1148733829422435 41.42619305090909, 2.114677072967022 41.42597563296531, 2.114649545030717 41.42592996969456, 2.1146281691256124 41.42586662706934, 2.1145715385514428 41.42563037655349, 2.1145679551117516 41.425585798153044, 2.1145502557292466 41.4255416786584, 2.1145335348617302 41.42546867979809, 2.1145146369122596 41.42541412045307, 2.114467507006403 41.425350795890374, 2.1143728863051083 41.42526837050493, 2.1138667863312928 41.42495092695701, 2.113683984604997 41.42495528459188, 2.113604460840358 41.42506537391196, 2.113641360455592 41.42522094642188, 2.1132688930652184 41.42554955239004, 2.1131928830481117 41.425665163017484, 2.113165684673523 41.425773132965425, 2.1132075256757936 41.42585569325541, 2.113502898768904 41.42606604004867, 2.1135015153919725 41.42616781355426, 2.1134729143891806 41.42627334075519, 2.1135281186405828 41.42665829374359, 2.1135931909964243 41.42679273550098, 2.1136378286113335 41.426863337250715, 2.113672501762809 41.426989077916915, 2.11363821908423 41.42705474849121, 2.113577053169183 41.427081930427285, 2.11340703775161 41.427078459500486, 2.113226777478649 41.427106705696964, 2.1131493193823983 41.427082239323425, 2.1126405553733134 41.42687204862352, 2.1125511503189744 41.42686455887577, 2.112486769690391 41.42687203418257, 2.1124279386044957 41.42689559449842, 2.1123690828566786 41.42693679117296, 2.1122805839448806 41.427052638149654, 2.1121869174440455 41.427081244124714, 2.112122240982408 41.42706208192851, 2.111874504447334 41.426801288109466, 2.111555056237128 41.42640367572753, 2.1114474174690554 41.426331749259454, 2.111339366272768 41.42627869010776, 2.1112229998192173 41.42625182336951, 2.1111073934961704 41.42624470670547, 2.110957296952116 41.42625598702177, 2.1108435875704448 41.42628266266556, 2.110561344148273 41.42641941337067, 2.110489174724924 41.42638462750179, 2.1103390198057994 41.42605712749161, 2.11029611567342 41.425982574580814, 2.110250773039972 41.425823603030025, 2.1102127342653176 41.42540122006823, 2.110231982749864 41.42533332657007, 2.1102456215360736 41.42521871311939, 2.1101274777076164 41.42507142897911, 2.1099242996062784 41.42503948525869, 2.1097451382240493 41.42503487534311, 2.1088844620914493 41.42505956275141, 2.1087566118963266 41.42449308550958, 2.1087649545799922 41.42418032139341, 2.1086405930597985 41.42409432830877, 2.108380261810058 41.4240712350463, 2.107664396168628 41.42400011459487, 2.1076644577788524 41.42399561134781))"
T17669U,20-25 µg/m³,"MULTILINESTRING ((2.1935880120197706 41.42816501942493, 2.193600631563109 41.428401742997984, 2.193659917540368 41.42923938425469))"
T15247U,20-25 µg/m³,"MULTILINESTRING ((2.2055305591819043 41.40811060045357, 2.205385114769662 41.408076665448306, 2.204380751576321 41.40782370834468))"
T04859H,20-25 µg/m³,"MULTILINESTRING ((2.1563275072510657 41.422547503904354, 2.156576033188595 41.42227205690222))"
T08521A,20-25 µg/m³,"MULTILINESTRING ((2.156170096866109 41.41300141029869, 2.15571069699636 41.413627025867434))"
T00770J,20-25 µg/m³,"MULTILINESTRING ((2.175880381898866 41.38770839191395, 2.176023774789356 41.38785082715364, 2.1762254126982463 41.38804763395764, 2.1763814220043924 41.3881941493314))"
T20182F,20-25 µg/m³,"MULTILINESTRING ((2.2017358746398834 41.40751936110455, 2.202877933989329 41.40836579897116))"
T06355W,20-25 µg/m³,"MULTILINESTRING ((2.188132723590251 41.43930506333192, 2.1882234654823733 41.43846417315398))"
T02887D,20-25 µg/m³,"MULTILINESTRING ((2.133218438022364 41.37025238039675, 2.13352507150403 41.370310246455496))"
T17504A,20-25 µg/m³,"MULTILINESTRING ((2.1934804963199195 41.43124889096622, 2.1933529152788824 41.43167331158551, 2.193290326190472 41.43175593988704))"
T08702D,15-20 µg/m³,"MULTILINESTRING ((2.149672116750954 41.419320204790175, 2.1504279240357778 41.419218406159665))"
T10626H,20-25 µg/m³,"MULTILINESTRING ((2.1421461379491578 41.39966307043294, 2.1414019302287817 41.399149356653325))"
T01747O,20-25 µg/m³,"MULTILINESTRING ((2.160938277699681 41.37692478262574, 2.1598160647352995 41.37777778411371))"
T12731P,20-25 µg/m³,"MULTILINESTRING ((2.173921293225747 41.442083858474206, 2.1752232117455557 41.44292233663976))"
T21210W,20-25 µg/m³,"MULTILINESTRING ((2.1573004866697474 41.4185547094566, 2.1574057457777434 41.418252369333764))"
T03632M,25-30 µg/m³,"MULTILINESTRING ((2.1621396731243063 41.37238539727367, 2.162065456472827 41.37220779598618, 2.1623188509383953 41.372153891744865))"
T11712I,15-20 µg/m³,"MULTILINESTRING ((2.1087742575405217 41.41501562208501, 2.108609261723154 41.41531180721016, 2.108567900828636 41.415399940255234))"
T20911O,15-20 µg/m³,"MULTILINESTRING ((2.103732572617513 41.39184468518882, 2.103713070072039 41.391922646393375, 2.1037210881984776 41.39200949603383, 2.103759054519247 41.39209831722717, 2.1038431272280462 41.392187497254895, 2.103956862489452 41.392297742392266, 2.104079367003144 41.39244103209016, 2.104167783423017 41.39254933255819, 2.1042737259251316 41.39272374019263, 2.1044057628491233 41.39302069048872))"
T21394T,20-25 µg/m³,"MULTILINESTRING ((2.2054514968621364 41.43793452978014, 2.2059627558888755 41.43799029109311))"
